,Profession,Commune,Nom du professionnel,latitude,longitude
1000,Sage-femme,Lyon,PERRINE TARPIN LYONNET,45.76536,4.836409
1001,Spécialiste en médecine interne,Lyon,ARNAUD HOT,45.743397,4.87997
1002,Médecin généraliste,Lyon,PASCAL ROUANET,45.770641,4.826548
1003,Médecin généraliste,Lyon,BENOIT FORESTIER,45.766778,4.83073
1004,Médecin généraliste,Sainte-Foy-lès-Lyon,PIERRE YVES FAYOLLE,45.75014,4.797567
1005,Chirurgien-dentiste,Lyon,EDELINE BOUTTIER,45.730941,4.834559
1006,Chirurgien-dentiste,Lyon,MICHEL LEVIN,45.734453,4.835658
1007,Spécialiste en médecine physique et de réadaptation,Lyon,DANIEL BENYAMINE,45.767922,4.844574
1008,Pneumologue,Lyon,ANNICK WATTIEZ,45.772956,4.849293
1009,Médecin généraliste,Lyon,YVES JACTA,45.761583,4.803355
1010,Chirurgien orthopédiste et traumatologue,Lyon,BERTRAND SONNERY COTTET,45.734671,4.870653
1011,Médecin généraliste,Lyon,MARC ZANOT,45.770765,4.848604
1012,Chirurgien-dentiste,Lyon,LAURENCE SAIAG PEDRINI,45.764374,4.835729
1013,Sage-femme,Lyon,CHARLOTTE DESGEORGES,45.753815,4.842603
1014,Sage-femme,Lyon,LAURENCE LAGNEAU,45.758029,4.851931
1015,Chirurgien plasticien,Lyon,PIERRE LUC VINCENT,45.756585,4.830489
1016,Médecin généraliste,Lyon,GREGORY FURBACHER,45.761583,4.803355
1017,Chirurgien orthopédiste et traumatologue,Lyon,STEPHANIE VALENTIN,45.76998,4.826596
1018,Chirurgien urologue,Lyon,RICARDO CODAS DUARTE,45.743397,4.87997
1019,Pédiatre,Lyon,FLORENCE VILLARD TRUC,45.741137,4.88481
1020,Chirurgien-dentiste,Lyon,ALEXANDRE BAROUD,45.763004,4.843885
1021,Anesthésiste réanimateur,Lyon,MARY CHARLOTTE LE GOFF,45.734463,4.875879
1022,Chirurgien-dentiste,Lyon,ALBANE REBOUL,45.768139,4.8469
1023,Médecin généraliste,Lyon,LOUIS BERNARD,45.729819,4.839024
1024,Sage-femme,Lyon,LYDIA LAROSE,45.754023,4.842489
1025,Sage-femme,Lyon,LAURA QUENTIN,45.766325,4.836739
1026,Radiologue,Lyon,SEBASTIEN CHOMEL,45.778923,4.83233
1027,Médecin généraliste,Lyon,BRICE BESNAULT,45.747365,4.857454
1028,Anesthésiste réanimateur,Lyon,ETIENNE HAUTIN,45.788068,4.790611
1029,Médecin généraliste,Lyon,RAJAE EL KHALIFI,45.72974,4.87647
1030,Sage-femme,Lyon,MARIE GABRIELLE DAVILLER,45.752046,4.774756
1031,Médecin généraliste,Lyon,KATHLEEN BOJOLY,45.728188,4.838995
1032,Oto-Rhino-Laryngologue (ORL) et chirurgien cervico-facial,Lyon,THEOPHILE DE SAINT HILAIRE,45.771861,4.859019
1033,Sage-femme,Lyon,CAMILLE BERTHIER,45.739182,4.828778
1034,Chirurgien général,Lyon,JENNIFER FAUBEAU,45.769027,4.858787
1035,Médecin spécialiste en médecine nucléaire,Lyon,AURELIEN WAHART,45.788405,4.785526
1036,Endocrinologue-diabétologue,Lyon,AUDREY VILLARD,45.788405,4.785526
1037,Médecin généraliste,Lyon,BRUNO COULOMBEAU,45.765707,4.853323
1038,Médecin généraliste,Lyon,ELODIE BEZANSON,45.73902,4.836329
1039,Gynécologue obstétricien,Lyon,MOULAY MY ABDEL CHARAI,45.741534,4.883643
1040,Médecin généraliste,Lyon,ANNABELLE ROBIN,45.768907,4.836254
1041,Médecin généraliste,Lyon,ARNAUD BERGER PERRIN,45.77286,4.805629
1042,Médecin généraliste,Lyon,MARTINE CHOPIN,45.749019,4.867131
1043,Médecin généraliste,Lyon,LAURE SANDJIAN,45.761081,4.827251
1044,Médecin généraliste,Lyon,PAULINE CHAPPUIS,45.737097,4.852527
1045,Médecin spécialiste en médecine nucléaire,Lyon,PIERRICK BAVOZET,45.788068,4.790611
1046,Pédiatre,Lyon,PRISCA DEALBERTI,45.772474,4.846716
1047,Chirurgien-dentiste,Lyon,LEONARD GIORGI LOUIS,45.76074,4.868434
1048,Chirurgien-dentiste,Lyon,PIERRE EMMANUEL HAGER,45.799161,4.824592
1049,Ophtalmologiste,Lyon,EIAD BOUZ,45.771431,4.853732
1050,Chirurgien-dentiste,Lyon,STEPHANE BODARD,45.758345,4.833802
1051,Chirurgien viscéral,Lyon,BA VIEN NGUYEN,45.734694,4.867236
1052,Médecin généraliste,Lyon,PATRICK FAUDOT,45.786493,4.796326
1053,Anesthésiste réanimateur,Lyon,FREDERIC DUFLO,45.759629,4.845605
1054,Médecin généraliste,Lyon,JEAN CLAUDE LINDER,45.764167,4.832099
1055,Ophtalmologiste,Lyon,YGAL BOUJNAH,45.769024,4.848532
1056,Chirurgien orthopédiste et traumatologue,Lyon,CHRISTOPHE LEVIGNE,45.771861,4.859019
1057,Psychiatre,Lyon,MARIANNE LEMARIE,45.753967,4.855705
1058,Chirurgien-dentiste,Lyon,MAUD GRAMMATICA,45.741137,4.88481
1059,Neurologue,Lyon,HELENE GERVAIS BERNARD,45.740134,4.888155
1060,Ophtalmologiste,Lyon,BRUCE CHARLEUX,45.769024,4.848532
1061,Sage-femme,Lyon,NADEGE MARCHAND MAILLET,45.731114,4.886952
1062,Chirurgien plasticien,Lyon,ROMAIN VIARD,45.788068,4.790611
1063,Psychiatre,Lyon,ADELINA MARCULESCU,45.764564,4.863557
1064,Chirurgien général,Lyon,MAUD ROBERT,45.743397,4.87997
1065,Ophtalmologiste,Lyon,NATHALIE GARY CADI,45.773991,4.82937
1066,Chirurgien plasticien,Lyon,JEAN MARC TOROSSIAN,45.769151,4.843967
1067,Ophtalmologiste,Lyon,MAURICIO PINTO,45.76418,4.844664
1068,Stomatologist,Lyon,CHANTAL VULLIEZ,45.760346,4.832902
1069,Cardiologue,Lyon,AWAD AL AMMAR,45.737076,4.83739
1070,Chirurgien-dentiste,Lyon,RENAUD NOHARET,45.765278,4.841715
1071,Radiologue,Lyon,GILDAS BONHOMME,45.788405,4.785526
1072,Médecin généraliste,Lyon,LAURENT DUPERRON,45.728188,4.838995
1073,Chirurgien urologue,Lyon,NADER VAZIRI,45.734463,4.875879
1074,Cancérologue médical,Lyon,OLFA DERBEL MILED,45.734463,4.875879
1075,Médecin spécialiste en médecine nucléaire,Lyon,ANTHONY DHOMPS,45.788405,4.785526
1076,Chirurgien orthopédiste et traumatologue,Lyon,MAXIMILIEN ARNAL,45.788068,4.790611
1077,Radiologue,Lyon,CARMEN PAIS,45.737076,4.83739
1078,Chirurgien vasculaire,Lyon,IVAN ALEKSIC,45.734983,4.87648
1079,Cardiologue,Lyon,PIERRE BUISSON,45.773991,4.82937
1080,Cardiologue,Lyon,ALEXANDRA AUSSOLEIL,45.788068,4.790611
1081,Ophtalmologiste,Lyon,JACQUES VASSELON,45.754419,4.847062
1082,Gastro-entérologue et hépatologue,Lyon,CHLOE VERNET,45.766576,4.837887
1083,Médecin généraliste,Lyon,CATHERINE ALUNNI BERNOLLIN,45.773872,4.828015
1084,Dermatologue et vénérologue,Lyon,FLORENCE BORDIER LAMY,45.755369,4.831392
1085,Rhumatologue,Lyon,JUSTINE VIX PORTET,45.78796,4.78554
1086,Médecin généraliste,Lyon,JOHANNA VERGNAUD,45.731114,4.886952
1087,Oto-Rhino-Laryngologue (ORL) et chirurgien cervico-facial,Lyon,PAUL SUY,45.762343,4.845044
1088,Radiologue,Lyon,CHRISTINE RENAULT,45.757422,4.871748
1089,Radiologue,Lyon,SORAYA KERDAL,45.757422,4.871748
1090,Pneumologue,Lyon,BRUNO CAILLET,45.734463,4.875879
1091,Médecin généraliste,Lyon,VALERIE BACHET VICHARD,45.788068,4.790611
1092,Néphrologue,Sainte-Foy-lès-Lyon,BRICE MAYOR,45.749317,4.796346
1093,Médecin généraliste,Lyon,PAUL HAOND,45.73667,4.869292
1094,Anesthésiste réanimateur,Lyon,AYMERIC TREMBLAY,45.788414,4.786035
1095,Cardiologue,Lyon,PIERRE CHAMPOMIER,45.76682,4.83615
1096,Oto-Rhino-Laryngologue (ORL) et chirurgien cervico-facial,Lyon,BERNARD COLLEAUX,45.762343,4.845044
1097,Médecin généraliste,Lyon,CYRIL HARICHE,45.744597,4.874361
1098,Anesthésiste réanimateur,Lyon,ISMAEL MOHAMMEDI,45.734463,4.875879
1099,Chirurgien plasticien,Lyon,CAMILLE HANRIAT,45.75828,4.829388
1100,Chirurgien-dentiste,Lyon,ERIC VALANTIN,45.765757,4.791772
1101,Chirurgien oral,Lyon,THOMAS LETURC,45.746453,4.824604
1102,Médecin généraliste,Lyon,RAPHAEL PEZERAT,45.764101,4.868802
1103,Ophtalmologiste,Lyon,CHRISTINE DUMAS,45.777649,4.80652
1104,Neurologue,Lyon,PAUL JAULENT,45.740134,4.888155
1105,Gynécologue obstétricien,Lyon,ISABELLE GUIMONT,45.768656,4.850432
1106,Chirurgien plasticien,Lyon,ALAIN ALI MOJALLAL,45.778923,4.83233
1107,Médecin généraliste,Lyon,HELENE APRUZZESE,45.756918,4.83044
1108,Chirurgien orthopédiste et traumatologue,Lyon,GUILLAUME HERZBERG,45.771861,4.859019
1109,Sage-femme,Lyon,CAMILLE TALLET,45.774333,4.844837
1110,Psychiatre,Lyon,STEPHANIE QUINTIN,45.778345,4.831499
1111,Neurologue,Lyon,EMMANUEL HENRY,45.75702,4.829928
1112,Anesthésiste réanimateur,Lyon,BEATRICE PAQUIER,45.741137,4.88481
1113,Pneumologue,Lyon,MARTIN VEAUDOR,45.772956,4.849293
1114,Cardiologue,Lyon,SOPHIE JENCK,45.788068,4.790611
1115,Ophtalmologiste,Lyon,PHILIPPE GERMAIN,45.769655,4.845083
1116,Médecin généraliste,Lyon,FLORENCE CANOURGUES,45.758274,4.813427
1117,Chirurgien-dentiste,Sainte-Foy-lès-Lyon,GEORGES MARC CHAGNY,45.732286,4.803651
1118,Neurologue,Lyon,GUILLEMETTE JOUSSERAND,45.788068,4.790611
1119,Médecin généraliste,Lyon,PAULINE OLLIVIER,45.764101,4.868802
1120,Gastro-entérologue et hépatologue,Lyon,ADRIANE LESNE ZIEGLER,45.788405,4.785526
1121,Médecin généraliste,Lyon,JEANNE COUTY,45.754861,4.878412
1122,Chirurgien-dentiste,Lyon,AVIVA CAEN,45.752181,4.825026
1123,Ophtalmologiste,Lyon,STEPHANE DELAGE,45.751067,4.853444
1124,Gastro-entérologue et hépatologue,Lyon,VINCENT LEPILLIEZ,45.736766,4.875293
1125,Néphrologue,Sainte-Foy-lès-Lyon,GUILLAUME CHAZOT,45.749317,4.796346
1126,Psychiatre,Lyon,CORINNE MARCILLY,45.770931,4.853867
1127,Gynécologue médical et obstétricien,Lyon,ANNA LA MELA JUMEL,45.736317,4.883264
1128,Psychiatre,Lyon,MANDANA MOSTACHFI,45.762226,4.832806
1129,Chirurgien-dentiste,Lyon,HERVE ULDRY,45.775784,4.834122
1130,Chirurgien orthopédiste et traumatologue,Lyon,MARC POZZETTO,45.769605,4.845716
1131,Radiologue,Lyon,PASCAL GARCIA,45.778923,4.83233
1132,Gynécologue obstétricien,Lyon,ALESSANDRA GIANNESI,45.759263,4.832688
1133,Endocrinologue-diabétologue,Lyon,SYLVIE RODE,45.788405,4.785526
1134,Radiologue,Lyon,ALEXANDRE BEN CHEIKH,45.788068,4.790611
1135,Médecin généraliste,Lyon,ADNAN ZEIDAN,45.788139,4.789502
1136,Chirurgien-dentiste,Lyon,VIOLETTE FOUJOLS,45.764761,4.853179
1137,Sage-femme,Lyon,ROXANE BOINI,45.762122,4.837348
1138,Radiologue,Lyon,PIERRE CHARLES ANDONIAN,45.756587,4.798997
1139,Médecin généraliste,Lyon,PHILIPPE VERMOREL,45.736984,4.864848
1140,Gynécologue obstétricien,Lyon,GEORGES DUVIC,45.758505,4.832304
1141,Chirurgien plasticien,Lyon,BRICE FLAMANS,45.771409,4.859181
1142,Chirurgiens-dentistes spécialiste en chirurgie orale,Lyon,PHILIPPE JABY,45.741534,4.883643
1143,Médecin généraliste,Lyon,FRANCK CHEMOUL,45.768907,4.836254
1144,Chirurgien-dentiste,Lyon,CHRISTOPHE KAZEK,45.75278,4.885325
1145,Cancérologue médical,Lyon,YANN MOLIN,45.788068,4.790611
1146,Dermatologue et vénérologue,Lyon,ANNIE LANG PONCHON,45.76584,4.844313
1147,Médecin généraliste,Lyon,WILLIAM POINT,45.753815,4.842603
1148,Médecin généraliste,Lyon,ISABELLE BACIN,45.771288,4.856109
1149,Chirurgien orthopédiste et traumatologue,Lyon,NICOLAS GIBERT,45.769605,4.845716
1150,Stomatologist,Lyon,EUNG SUN HAN,45.746059,4.823459
1151,Radiologue,Lyon,ASSIA BOUDOUR BENZIADA,45.741534,4.883643
1152,Sage-femme,Lyon,EMMELINE HUSTIN,45.747013,4.837028
1153,Cardiologue,Lyon,FRANCK SIBELLAS,45.788414,4.786035
1154,Chirurgien orthopédiste et traumatologue,Lyon,OLIVIER TAYOT,45.771409,4.859181
1155,Oto-Rhino-Laryngologue (ORL) et chirurgien cervico-facial,Lyon,DENIS ELBAZE,45.734694,4.867236
1156,Cardiologue,Lyon,STEPHANIE MOSNIER,45.772291,4.844442
1157,Médecin généraliste,Lyon,ROXANE BLANCHET,45.74624,4.84814
1158,Gastro-entérologue et hépatologue,Lyon,LAURENT QUENCEZ,45.788068,4.790611
1159,Médecin généraliste,Lyon,BRUNE DE BOURNET,45.730635,4.828682
1160,Chirurgien orthopédiste et traumatologue,Sainte-Foy-lès-Lyon,ANTOINE LAMOTTE,45.75014,4.797567
1161,Ophtalmologiste,Lyon,CHARLOTTE COULON,45.751067,4.853444
1162,Médecin généraliste,Lyon,PASCALE BELOT,45.738565,4.840215
1163,Médecin généraliste,Lyon,MURIEL GUILLOT,45.753791,4.832537
1164,Radiologue,Lyon,STEFANIA PROIETTI,45.778923,4.83233
1165,Médecin généraliste,Lyon,MAYALEN SOREL,45.729819,4.839024
1166,Cardiologue,Lyon,AMINE MADI,45.788068,4.790611
1167,Chirurgien orthopédiste et traumatologue,Lyon,WILLAUME GUICHERD,45.788068,4.790611
1168,Chirurgien-dentiste,Lyon,FREDERIC CHAROY,45.751702,4.852717
1169,Chirurgien maxillo-facial et stomatologiste,Sainte-Foy-lès-Lyon,PAUL CRESSEAUX,45.75014,4.797567
1170,Gynécologue obstétricien,Lyon,JULIANNA MOLNAR,45.759397,4.832032
1171,Pneumologue,Lyon,EMILIE PERINO,45.740134,4.888155
1172,Radiologue,Lyon,ANNE SOPHIE RIVIERRE,45.727603,4.843742
1173,Radiologue,Sainte-Foy-lès-Lyon,CHARLES EDOUARD MASTIER,45.75014,4.797567
1174,Sage-femme,Lyon,CELINE KATZ,45.753816,4.845763
1175,Gynécologue obstétricien,Lyon,ABDELGHANI ZIANE,45.734463,4.875879
1176,Ophtalmologiste,Lyon,MATTHIEU REYMOND,45.751067,4.853444
1177,Médecin généraliste,Sainte-Foy-lès-Lyon,ALICE PREVOST,45.732359,4.786047
1178,Médecin généraliste,Lyon,CLAIRE ERIBON MANGOT,45.754249,4.787646
1179,Psychiatre,Lyon,FRANCOIS ROYER,45.762759,4.832779
1180,Médecin généraliste,Lyon,CHRISTINE ROSE REYMOND,45.734146,4.827485
1181,Chirurgien orthopédiste et traumatologue,Lyon,PATRICK REYNAUD,45.741534,4.883643
1182,Médecin généraliste,Lyon,DAVID DAHAN,45.758327,4.849392
1183,Médecin généraliste,Lyon,BERTRAND ORCEL,45.778454,4.815858
1184,Ophtalmologiste,Lyon,ROMAIN MOUCHEL,45.769024,4.848532
1185,Chirurgien orthopédiste et traumatologue,Lyon,DAVID DEJOUR,45.788068,4.790611
1186,Radiologue,Lyon,CLEMENT PROUST,45.759933,4.796662
1187,Dermatologue et vénérologue,Lyon,FRANCOISE TRUCHOT,45.748654,4.846301
1188,Médecin généraliste,Lyon,FREDERIC LABORIER,45.768715,4.86335
1189,Pédiatre,Lyon,BARBARA DUBREUIL,45.748835,4.83586
1190,Chirurgien-dentiste,Lyon,FREDERICK FRANCE,45.756578,4.799084
1191,Radiologue,Lyon,VIVIEN THOMSON,45.788068,4.790611
1192,Psychiatre,Lyon,MARIE PIERRE AUDIBERT,45.754174,4.829792
1193,Pédiatre,Lyon,PATRICK ROBILIARD,45.741534,4.883643
1194,Médecin généraliste,Lyon,LAURENCE CRETIN,45.788414,4.786035
1195,Cardiologue,Lyon,OLIVIER DUBREUIL,45.734463,4.875879
1196,Médecin généraliste,Lyon,EMMANUELLE GRISARD REPPELIN,45.756182,4.796434
1197,Ophtalmologiste,Lyon,ELODIE CALAS,45.749299,4.855688
1198,Médecin généraliste,Lyon,MATHILDE BRET MAHDJOUB,45.72974,4.87647
1199,Oto-Rhino-Laryngologue (ORL) et chirurgien cervico-facial,Lyon,PHILIPPE FONTAINE,45.741534,4.883643
1200,Chirurgien plasticien,Lyon,CELINE CALLE,45.75846,4.834001
1201,Psychiatre,Lyon,OLIVIER THOMAS,45.751794,4.865641
1202,Gastro-entérologue et hépatologue,Lyon,JOSEPHINE MORALES FONTAINE,45.769584,4.845839
1203,Psychiatre,Lyon,ANNABELLE JEANNIN,45.778794,4.80609
1204,Médecin généraliste,Lyon,VINCENT THIBAUT,45.769027,4.858787
1205,Sage-femme,Lyon,MORGAN STOCKMAN,45.766325,4.836739
1206,Chirurgien-dentiste,Chazelles-sur-Lyon,XAVIER PRIMOT,45.639756,4.392497
1207,Médecin généraliste,Lyon,ELLIOTT VIPREY,45.771409,4.859181
1208,Médecin généraliste,Lyon,AMAURY COUMERT,45.76998,4.826596
1209,Anesthésiste réanimateur,Sainte-Foy-lès-Lyon,CELINE BERNET,45.75014,4.797567
1210,Sage-femme,Lyon,CECILIA MARTEL,45.770158,4.84112
1211,Ophtalmologiste,Lyon,HUBERT PIVET,45.768926,4.844164
1212,Médecin généraliste,Lyon,FATIHA MGHEZZI HABELLAH,45.762763,4.868698
1213,Radiologue,Lyon,SEBASTIEN CHOMEL,45.76998,4.826596
1214,Anesthésiste réanimateur,Lyon,JEAN CLAUDE RICHE,45.759629,4.845605
1215,Médecin généraliste,Lyon,JULIE MARZAIS,45.727636,4.866305
1216,Pédiatre,Lyon,CHARLES OBEGI,45.741534,4.883643
1217,Ophtalmologiste,Lyon,THEO LEREUIL,45.771545,4.85913
1218,Cardiologue,Lyon,ISABELLE GINON,45.759968,4.797312
1219,Anesthésiste réanimateur,Lyon,FLORENT SAINTOT,45.771861,4.859019
1220,Chirurgien-dentiste,Sainte-Foy-lès-Lyon,FRANCOISE BEGUET,45.750225,4.798531
1221,Anesthésiste réanimateur,Lyon,XAVIER BABIN,45.735484,4.876521
1222,Chirurgien-dentiste,Lyon,FERNANDO DUQUE LESSA BASTOS,45.773969,4.832108
1223,Psychiatre,Lyon,JULIE MARMORAT,45.756959,4.830223
1224,Médecin généraliste,Lyon,AGNES SATCHIVI,45.745201,4.865665
1225,Chirurgien-dentiste,Lyon,MARION DELAVAL,45.771234,4.855507
1226,Médecin généraliste,Lyon,ARNAUD PONCON,45.777933,4.835748
1227,Médecin généraliste,Lyon,BERTRAND PAGES,45.776427,4.832237
1228,Sage-femme,Lyon,NADEGE BILLET,45.774773,4.82404
1229,Médecin généraliste,Lyon,VINCENT NOIRY,45.723462,4.82911
1230,Sage-femme,Lyon,MAGALIE REYNIER,45.770104,4.844683
1231,Médecin généraliste,Lyon,MARIE BENEDICTE LUNEAU,45.742269,4.821764
1232,Médecin généraliste,Lyon,PROSPER ELBAZ,45.76151,4.866635
1233,Pédiatre,Lyon,JALEL EDDINE HADDAD,45.743484,4.872894
1234,Dermatologue et vénérologue,Lyon,MARTINE CORMARY,45.773087,4.852355
1235,Ophtalmologiste,Lyon,ELODIE CALAS,45.771431,4.853732
1236,Médecin généraliste,Lyon,FRANCOISE CACHARD,45.741534,4.883643
1237,Ophtalmologiste,Lyon,NICOLAS DUQUESNE,45.76998,4.826596
1238,Médecin généraliste,Lyon,CAROLE NOUCHI,45.768907,4.836254
1239,Pédiatre,Lyon,FABIENNE THAERON VERAX,45.772474,4.846716
1240,Pneumologue,Lyon,CATHERINE BERNARD POUCHELLE,45.755733,4.875678
1241,Ophtalmologiste,Lyon,XAVIER BARRUT,45.751067,4.853444
1242,Radiologue,Lyon,DIDIER DREVET,45.727603,4.843742
1243,Cancérologue  radiothérapeute,Lyon,SENA YOSSI,45.734463,4.875879
1244,Sage-femme,Lyon,MARINE GLAUDIN,45.780429,4.827325
1245,Ophtalmologiste,Lyon,ANDRE MARTINEZ,45.740389,4.816516
1246,Pédiatre,Lyon,PASCALE ROY,45.765161,4.858286
1247,Neurochirurgien,Lyon,SYLVAIN PORTET,45.771409,4.859181
1248,Anesthésiste réanimateur,Lyon,STEPHEN LAZAAR,45.759629,4.845605
1249,Psychiatre,Lyon,CLAIRE PETIT,45.74845,4.881461
1250,Médecin généraliste,Lyon,SYLVIE MALIN,45.768395,4.86339
1251,Médecin généraliste,Lyon,EMMANUELLE PERDIGON,45.771938,4.833912
1252,Endocrinologue-diabétologue,Lyon,YVES ROUX,45.766576,4.837887
1253,Gynécologue obstétricien,Lyon,AGNES BERTHOUX GENESTOUX,45.755517,4.875391
1254,Médecin généraliste,Lyon,DIDIER ANNE,45.748082,4.867515
1255,Médecin généraliste,Lyon,FRANCOISE JANIN BERIEL,45.728549,4.877611
1256,Médecin généraliste,Lyon,SOPHIE PONCET,45.770765,4.848604
1257,Médecin généraliste,Lyon,SAMUEL GUEVART,45.729879,4.878976
1258,Gynécologue médical,Lyon,MICHELLE DUCLOS,45.771899,4.853012
1259,Radiologue,Lyon,MARIANNE PENIGAUD,45.741534,4.883643
1260,Chirurgien-dentiste,Lyon,MARIE ANNE MY,45.759904,4.842854
1261,Pédiatre,Lyon,ALINE GUEVART,45.729879,4.878976
1262,Médecin généraliste,Lyon,RADIA BELMILOUD,45.757285,4.815078
1263,Médecin généraliste,Lyon,REDHA HEDNA,45.741534,4.883643
1264,Néphrologue,Sainte-Foy-lès-Lyon,MANOLIE MEHDI,45.749317,4.796346
1265,Sage-femme,Lyon,MARIE GRIMAUD SAVEL,45.737523,4.865276
1266,Sage-femme,Lyon,MELISSA KUETCHE,45.776887,4.798124
1267,Sage-femme,Lyon,PATRICIA CURTET,45.74875,4.846074
1268,Médecin généraliste,Lyon,OLIVIER GIRAUDON,45.730635,4.828682
1269,Médecin généraliste,Lyon,CLOTILDE NEGRONI,45.772853,4.807638
1270,Ophtalmologiste,Lyon,JACQUES VASSELON,45.759629,4.845605
1271,Chirurgien orthopédiste et traumatologue,Lyon,JUSTIN RUYER,45.787932,4.787614
1272,Gynécologue obstétricien,Lyon,FRANCOIS RICHARD,45.741137,4.88481
1273,Chirurgien urologue,Sainte-Foy-lès-Lyon,PIERRE ELOI BRIANT,45.75014,4.797567
1274,Gynécologue obstétricien,Lyon,MARINE DE CIANTIS,45.761355,4.833106
1275,Neuropsychiatre,Lyon,FRANCOIS CARRON,45.760212,4.834536
1276,Gastro-entérologue et hépatologue,Lyon,LAURENT QUENCEZ,45.788405,4.785526
1277,Médecin généraliste,Sainte-Foy-lès-Lyon,CHARLES HENRY GUEZ,45.74268,4.807124
1278,Chirurgien-dentiste,Lyon,LIONEL CUNY,45.774896,4.825656
1279,Médecin généraliste,Lyon,ISABELLE POIZAT,45.731114,4.886952
1280,Ophtalmologiste,Lyon,LAURENT KODJIKIAN,45.778923,4.83233
1281,Chirurgien orthopédiste et traumatologue,Lyon,PHILIPPE COLLOTTE,45.734463,4.875879
1282,Médecin généraliste,Lyon,MARION DELESPIERRE MAUPPIN,45.728188,4.838995
1283,Ophtalmologiste,Lyon,ALINE DJEUGOUE FONGANG,45.741534,4.883643
1284,Médecin généraliste,Lyon,IRENE BERLIAT CONFAVREUX,45.748578,4.847989
1285,Chirurgien plasticien,Lyon,PHANETTE GIR,45.756585,4.830489
1286,Chirurgien orthopédiste et traumatologue,Lyon,JEAN LUC GRISARD,45.771409,4.859181
1287,Radiologue,Lyon,THIERRY TAVERNIER,45.787932,4.787614
1288,Chirurgien-dentiste,Lyon,VERONIQUE SAYAC,45.761812,4.849317
1289,Chirurgien-dentiste,Lyon,DAVID ILLOUZ,45.753294,4.826216
1290,Médecin généraliste,Lyon,ALEXANDRA FROBERT,45.734805,4.82658
1291,Médecin généraliste,Lyon,MYRIAM ZAGO,45.729891,4.864474
1292,Médecin généraliste,Lyon,DAVID DANIELIAN,45.768222,4.85429
1293,Chirurgien urologue,Lyon,BRUNO CHAVRIER,45.788068,4.790611
1294,Anesthésiste réanimateur,Lyon,NELLY LONG HIM NAM,45.759629,4.845605
1295,Gastro-entérologue et hépatologue,Lyon,OLIVIER GUILLAUD,45.788068,4.790611
1296,Chirurgien orthopédiste et traumatologue,Sainte-Foy-lès-Lyon,THOMAS CHEVILLOTTE,45.75014,4.797567
1297,Sage-femme,Lyon,EMILIE BOUTRY,45.779097,4.807244
1298,Médecin généraliste,Lyon,NICOLAS MARTINAND,45.763688,4.844596
1299,Chirurgien urologue,Lyon,VALERIE PIERRARD,45.771409,4.859181
1300,Chirurgien orthopédiste et traumatologue,Lyon,MATHIEU THAUNAT,45.734463,4.875879
1301,Chirurgien général,Lyon,ANDRE BOUILLOT,45.759761,4.835173
1302,Médecin généraliste,Lyon,JEANNE MARCHAL,45.73902,4.836329
1303,Chirurgien-dentiste,Lyon,ARMELLE GUILLARME,45.753887,4.846687
1304,Gynécologue obstétricien,Lyon,ANTOINE FAYSSE,45.761355,4.833106
1305,Spécialiste en médecine interne,Lyon,ALICIA MARQUET,45.788405,4.785526
1306,Radiologue,Lyon,CHRISTINE FAURE,45.727603,4.843742
1307,Médecin généraliste,Lyon,AURELIE BADET PHAN,45.748965,4.853159
1308,Médecin généraliste,Lyon,JEAN FRANCOIS PLASKOWSKI,45.744706,4.87889
1309,Radiologue,Lyon,FREDERIC GAY,45.76998,4.826596
1310,Chirurgien-dentiste,Lyon,JEAN MARC DAVID,45.7292,4.829948
1311,Pneumologue,Lyon,NELSON HANIN,45.772956,4.849293
1312,Sage-femme,Lyon,SANDRINE BEN SOUSSAN,45.786493,4.796326
1313,Ophtalmologiste,Lyon,XAVIER BARRUT,45.75702,4.829928
1314,Sage-femme,Lyon,FAUSTINE STEFANI,45.741932,4.840925
1315,Médecin généraliste,Lyon,GAELLE PALLUAT DE BESSET,45.747589,4.790653
1316,Médecin généraliste,Lyon,CORNELIA CIUDIN,45.737097,4.852527
1317,Chirurgien-dentiste,Lyon,ELENA PAUN,45.730778,4.863544
1318,Oto-Rhino-Laryngologue (ORL) et chirurgien cervico-facial,Sainte-Foy-lès-Lyon,DARIUS ABEDI POUR,45.75014,4.797567
1319,Ophtalmologiste,Lyon,CHARLOTTE DENIER,45.764747,4.846928
1320,Chirurgien-dentiste,Lyon,CHRISTINE VALLS ANTOINE,45.759427,4.832737
1321,Radiologue,Lyon,AGNES RODE,45.778923,4.83233
1322,Psychiatre,Lyon,HENRI JANAS,45.759163,4.805205
1323,Chirurgien-dentiste,Lyon,CELINE BILLO,45.750051,4.796819
1324,Médecin généraliste,Lyon,MONA KABOUNY,45.753164,4.854512
1325,Médecin généraliste,Lyon,JUSTINE GRAILLOT,45.768067,4.829308
1326,Psychiatre,Lyon,CELINE CANDILLIER,45.783145,4.850153
1327,Chirurgiens-dentistes spécialiste en chirurgie orale,Lyon,PHILIPPE MARTIN,45.773625,4.80863
1328,Chirurgien urologue,Lyon,EMMANUEL DELIGNE,45.788068,4.790611
1329,Gynécologue obstétricien,Lyon,KARIMA NESSAH BOUSQUET,45.769584,4.845839
1330,Psychiatre,Lyon,REDA BAGDAD ARIBI,45.786839,4.787829
